Date,Open,High,Low,Close
2019-07-04,11972.71875,12006.0752,11166.56934,11215.4375
2019-07-05,11203.10254,11395.66113,10874.96484,10978.45996
2019-07-06,10982.54395,11620.96484,10982.54395,11208.55078
2019-07-07,11217.61621,11541.62012,11148.80469,11450.84668
2019-07-08,11446.59668,12345.83301,11393.37402,12285.95801
2019-07-09,12284.32617,12779.13184,12233.26172,12573.8125
2019-07-10,12571.53711,13129.5293,11710.97852,12156.5127
2019-07-11,12139.71387,12144.62305,11158.92285,11358.66211
2019-07-12,11354.2998,11905.4873,11179.14453,11815.98633
2019-07-13,11813.12695,11841.95703,10908.47949,11392.37891
2019-07-14,11381.02051,11451.2041,10234.57617,10256.05859
2019-07-15,10257.83887,11052.7666,9992.00684,10895.08984
2019-07-16,10896.65332,10996.63281,9448.10645,9477.6416
2019-07-17,9471.21387,9963.13477,9163.13477,9693.80273
2019-07-18,9698.50293,10736.84277,9376.79883,10666.48242
2019-07-19,10653.95605,10716.98047,10229.62891,10530.73242
2019-07-20,10525.81934,11048.66211,10451.27637,10767.13965
2019-07-21,10777.5293,10841.8877,10389.59961,10599.10547
2019-07-22,10596.94824,10651.79102,10154.92188,10343.10645
2019-07-23,10346.74805,10346.74805,9883.59473,9900.76758
2019-07-24,9887.73047,9908.79688,9614.30664,9811.92578
2019-07-25,9809.09668,10154.25391,9773.95703,9911.8418
2019-07-26,9913.12695,9916.51758,9717.98242,9870.30371
2019-07-27,9871.16504,10167.32031,9411.52148,9477.67773
2019-07-28,9491.62695,9575.54492,9252.29688,9552.86035
2019-07-29,9548.17871,9681.64844,9472.94824,9519.14551
2019-07-30,9522.3291,9701.75977,9437.33594,9607.42383
2019-07-31,9604.05078,10085.62793,9598.09766,10085.62793
2019-08-01,10077.44238,10446.91992,9922.01953,10399.66895
2019-08-02,10402.04297,10657.95312,10371.01367,10518.1748
2019-08-03,10519.27832,10946.78125,10503.50488,10821.72656
2019-08-04,10821.63281,11009.20703,10620.27832,10970.18457
2019-08-05,10960.73535,11895.0918,10960.73535,11805.65332
2019-08-06,11811.54492,12273.82129,11290.73145,11478.16895
2019-08-07,11476.19336,12036.99023,11433.70117,11941.96875
2019-08-08,11954.04004,11979.41992,11556.16797,11966.40723
2019-08-09,11953.46973,11970.45801,11709.74512,11862.93652
2019-08-10,11861.55664,11915.65527,11323.89844,11354.02441
2019-08-11,11349.74023,11523.5791,11248.29492,11523.5791
2019-08-12,11528.18945,11528.18945,11320.95117,11382.61621
2019-08-13,11385.05273,11420.0498,10830.32715,10895.83008
2019-08-14,10889.4873,10889.55664,10028.13574,10051.7041
2019-08-15,10038.42188,10437.41113,9675.31641,10311.5459
2019-08-16,10319.41992,10524.34961,9855.47852,10374.33887
2019-08-17,10358.72266,10452.625,10086.69824,10231.74414
2019-08-18,10233.00586,10487.07031,10119.09473,10345.81055
2019-08-19,10350.2832,10916.05371,10313.2041,10916.05371
2019-08-20,10916.34668,10947.04199,10618.96094,10763.23242
2019-08-21,10764.57227,10798.72949,9962.72168,10138.0498
2019-08-22,10142.52148,10232.99609,9831.46289,10131.05566
2019-08-23,10136.30957,10442.44336,10078.19238,10407.96484
2019-08-24,10407.64453,10418.02051,9982.29688,10159.96094
2019-08-25,10160.7373,10304.62207,10008.78906,10138.51758
2019-08-26,10126.2998,10512.32812,10126.2998,10370.82031
2019-08-27,10372.82617,10381.32812,10087.30078,10185.5
2019-08-28,10203.42676,10279.36621,9716.65625,9754.42285
2019-08-29,9756.78613,9756.78613,9421.62988,9510.2002
2019-08-30,9514.84473,9656.12402,9428.30273,9598.17383
2019-08-31,9597.53906,9673.2207,9531.7998,9630.66406
2019-09-01,9630.59277,9796.75586,9582.94434,9757.9707
2019-09-02,9757.47363,10396.5918,9730.65039,10346.76074
2019-09-03,10345.72559,10736.10449,10308.54785,10623.54004
2019-09-04,10621.18066,10762.64453,10434.70996,10594.49316
2019-09-05,10588.18359,10627.26953,10516.41797,10575.5332
2019-09-06,10578.19824,10898.76172,10292.2998,10353.30273
2019-09-07,10353.93164,10558.67383,10348.91895,10517.25488
2019-09-08,10518.11426,10595.6377,10409.09082,10441.27637
2019-09-09,10443.22852,10450.31152,10144.92969,10334.97461
2019-09-10,10336.4082,10394.35352,10020.57324,10115.97559
2019-09-11,10123.03516,10215.94824,9980.77637,10178.37207
2019-09-12,10176.81934,10442.25391,10099.24219,10410.12695
2019-09-13,10415.3623,10441.48926,10226.59668,10360.54688
2019-09-14,10345.40332,10422.13379,10291.69434,10358.04883
2019-09-15,10356.46582,10387.03516,10313.09277,10347.71289
2019-09-16,10347.22266,10386.86719,10189.74414,10276.79395
2019-09-17,10281.51367,10296.77148,10199.73926,10241.27246
2019-09-18,10247.7959,10275.92871,10191.46973,10198.24805
2019-09-19,10200.49609,10295.66895,9851.69238,10266.41504
2019-09-20,10266.31836,10285.87207,10132.18652,10181.6416
2019-09-21,10183.64844,10188.09766,10000.70801,10019.7168
2019-09-22,10024.11523,10074.44434,9922.5332,10070.39258
2019-09-23,10067.96289,10074.23828,9727.14355,9729.32422
2019-09-24,9729.32129,9804.31738,8370.80176,8620.56641
2019-09-25,8603.42871,8744.82812,8325.39648,8486.99316
2019-09-26,8487.66992,8515.68555,7895.62939,8118.96777
2019-09-27,8113.10107,8271.52051,7965.92285,8251.8457
2019-09-28,8251.27344,8285.61719,8125.43164,8245.91504
2019-09-29,8246.03711,8261.70703,7990.49707,8104.18555
2019-09-30,8104.22656,8314.23145,7830.75879,8293.86816
2019-10-01,8299.7207,8497.69238,8232.67969,8343.27637
2019-10-02,8344.21289,8393.04199,8227.69531,8393.04199
2019-10-03,8390.77441,8414.22754,8146.43701,8259.99219
2019-10-04,8259.49414,8260.05566,8151.23682,8205.93945
2019-10-05,8210.14941,8215.52637,8071.12061,8151.50049
2019-10-06,8149.87695,8161.41016,7958.85059,7988.15576
2019-10-07,7989.12061,8308.4502,7905.76611,8245.62305
2019-10-08,8246.84961,8332.71484,8185.76318,8228.7832
2019-10-09,8229.84082,8627.70605,8169.29883,8595.74023
2019-10-10,8585.28027,8625.27246,8471.93359,8586.47363
2019-10-11,8585.2627,8721.78027,8316.18164,8321.75684
2019-10-12,8315.66504,8415.24219,8313.34082,8336.55566
2019-10-13,8336.90234,8470.98828,8276.6123,8321.00586
2019-10-14,8320.83203,8390.20898,8284.13086,8374.68652
2019-10-15,8373.45801,8410.71484,8182.70654,8205.36914
2019-10-16,8204.6748,8216.8125,7985.08984,8047.52686
2019-10-17,8047.8125,8134.83154,8000.94287,8103.91113
2019-10-18,8100.93359,8138.41357,7902.16406,7973.20752
2019-10-19,7973.80371,8082.62939,7944.77686,7988.56055
2019-10-20,7997.80713,8281.81836,7949.43945,8222.07812
2019-10-21,8225.11523,8296.69434,8196.41602,8243.7207
2019-10-22,8243.40234,8296.65137,8074.46289,8078.20312
2019-10-23,8076.22852,8092.99951,7469.32275,7514.67188
2019-10-24,7509.72803,7532.86768,7446.98877,7493.48877
2019-10-25,7490.70312,8691.54004,7479.98438,8660.7002
2019-10-26,8667.57715,10021.74414,8662.62207,9244.97266
2019-10-27,9241.70703,9749.5293,9112.54199,9551.71484
2019-10-28,9565.10156,9805.11816,9256.14844,9256.14844
2019-10-29,9248.44043,9516.18066,9232.64844,9427.6875
2019-10-30,9422.46289,9426.87402,9085.37012,9205.72656
2019-10-31,9202.45801,9383.16113,9028.71777,9199.58496
2019-11-01,9193.99219,9275.65723,9132.04785,9261.10449
2019-11-02,9259.7832,9377.48633,9249.58789,9324.71777
2019-11-03,9324.78711,9379.80664,9141.25195,9235.35449
2019-11-04,9235.60742,9505.05176,9191.48535,9412.6123
2019-11-05,9413.00488,9457.41797,9256.93164,9342.52734
2019-11-06,9340.86426,9423.2373,9305.90918,9360.87988
2019-11-07,9352.39355,9368.47656,9202.35352,9267.56152
2019-11-08,9265.36816,9272.75977,8775.53418,8804.88086
2019-11-09,8809.46875,8891.81836,8793.16309,8813.58203
